Human-Readable Term,Reduction Steps,Normal Form,Normal Form Size
KS(S(KSS))K,1,SK,2
KS(S(K(SS)))K,1,SK,2
K(S(SK)SS)K,4,SS,2
K(S(SKSS))K,3,SS,2
KSSKS(SK),3,SK,2
KSS(KS(SK)),2,SS,2
K(SS)(KSSK),1,SS,2
K(SS)(K(SS)K),1,SS,2
K(SS)(KS(SK)),1,SS,2
K(SS)(K(SSK)),1,SS,2
K(SS)(K(S(SK))),1,SS,2
KSSKSKS,3,KS,2
K(S(SK))SKS,4,KS,2
K(S(SK)S)KS,4,SS,2
KS(SKSK)S,1,SS,2
KS(S(KS)K)S,1,SS,2
KS(SK(SK))S,1,SS,2
KS(S(KSK))S,1,SS,2
KS(S(K(SK)))S,1,SS,2
K(S(SK)SK)S,4,SK,2
K(S(SKSK))S,3,SK,2
KSSKS(KS),3,KS,2
KSS(KS(KS)),2,SS,2
K(SS)(KSKS),1,SS,2
K(SS)(K(SK)S),1,SS,2
K(SS)(KS(KS)),1,SS,2
K(SS)(K(SKS)),1,SS,2
K(SS)(K(S(KS))),1,SS,2
K(SSKSKS),4,KS,2
K(SS(KS)KS),3,KS,2
KSSKSKK,3,KK,2
K(S(SK))SKK,4,KK,2
K(S(SK)S)KK,4,SK,2
KS(SKSK)K,1,SK,2
KS(S(KS)K)K,1,SK,2
KS(SK(SK))K,1,SK,2
KS(S(KSK))K,1,SK,2
KS(S(K(SK)))K,1,SK,2
K(S(SK)SK)K,4,SK,2
K(S(SKSK))K,3,SK,2
KSSKS(KK),3,KK,2
KSS(KS(KK)),2,SS,2
K(SS)(KSKK),1,SS,2
K(SS)(K(SK)K),1,SS,2
K(SS)(KS(KK)),1,SS,2
K(SS)(K(SKK)),1,SS,2
K(SS)(K(S(KK))),1,SS,2
K(SSKSKK),4,KK,2
K(SS(KS)KK),3,KK,2
KSSKKSS,3,SS,2
K(S(SK))KSS,4,SS,2
K(S(SK)K)SS,4,KS,2
KS(SKKS)S,1,SS,2
KS(S(KK)S)S,1,SS,2
KS(SK(KS))S,1,SS,2
KS(S(KKS))S,1,SS,2
KS(S(K(KS)))S,1,SS,2
K(S(SK)KS)S,4,KS,2
K(S(SKKS))S,3,SS,2
KSSKK(SS),3,SS,2
KS(SK)(KSS),2,SS,2
KSS(KK(SS)),2,SK,2
K(SS)(KKSS),1,SS,2
K(SS)(K(KS)S),1,SS,2
K(SS)(KK(SS)),1,SS,2
K(SS)(K(KSS)),1,SS,2
K(SS)(K(K(SS))),1,SS,2
K(S(SK)KSS),4,KS,2
K(S(SK)(KS)S),4,KS,2
KSSKKSK,3,SK,2
K(S(SK))KSK,4,SK,2
K(S(SK)K)SK,4,KK,2
KS(SKKS)K,1,SK,2
KS(S(KK)S)K,1,SK,2
KS(SK(KS))K,1,SK,2
KS(S(KKS))K,1,SK,2
KS(S(K(KS)))K,1,SK,2
K(S(SK)KS)K,4,KS,2
K(S(SKKS))K,3,SS,2
KSSKK(SK),3,SK,2
KS(SK)(KSK),2,SS,2
KSS(KK(SK)),2,SK,2
K(SS)(KKSK),1,SS,2
K(SS)(K(KS)K),1,SS,2
K(SS)(KK(SK)),1,SS,2
K(SS)(K(KSK)),1,SS,2
K(SS)(K(K(SK))),1,SS,2
K(S(SK)KSK),4,KS,2
K(S(SK)(KS)K),4,KS,2
KSSKKKS,3,KS,2
K(S(SK))KKS,4,KS,2
K(S(SK)K)KS,4,KS,2
KS(SKKK)S,1,SS,2
KS(S(KK)K)S,1,SS,2
KS(SK(KK))S,1,SS,2
KS(S(KKK))S,1,SS,2
KS(S(K(KK)))S,1,SS,2
K(S(SK)KK)S,4,KK,2
K(S(SKKK))S,3,SK,2
KSSKK(KS),3,KS,2
KS(SK)(KKS),2,SK,2
KSS(KK(KS)),2,SK,2
K(SS)(KKKS),1,SS,2
K(SS)(K(KK)S),1,SS,2
K(SS)(KK(KS)),1,SS,2
K(SS)(K(KKS)),1,SS,2
K(SS)(K(K(KS))),1,SS,2
K(S(SK)KKS),4,KK,2
K(SS(KK)KS),3,KS,2
K(S(SK)(KK)S),4,KK,2
KSSKKKK,3,KK,2
K(S(SK))KKK,4,KK,2
K(S(SK)K)KK,4,KK,2
KS(SKKK)K,1,SK,2
KS(S(KK)K)K,1,SK,2
KS(SK(KK))K,1,SK,2
KS(S(KKK))K,1,SK,2
KS(S(K(KK)))K,1,SK,2
K(S(SK)KK)K,4,KK,2
K(S(SKKK))K,3,SK,2
KSSKK(KK),3,KK,2
KS(SK)(KKK),2,SK,2
KSS(KK(KK)),2,SK,2
K(SS)(KKKK),1,SS,2
K(SS)(K(KK)K),1,SS,2
K(SS)(KK(KK)),1,SS,2
K(SS)(K(KKK)),1,SS,2
K(SS)(K(K(KK))),1,SS,2
K(S(SK)KKK),4,KK,2
K(SS(KK)KK),3,KK,2
K(S(SK)(KK)K),4,KK,2
K(SK)SSSS,3,SS,2
K(SKS)SSS,3,SS,2
K(SKSS)SS,3,SS,2
KS(KSSS)S,1,SS,2
KS(K(SS)S)S,1,SS,2
KS(KS(SS))S,1,SS,2
KS(K(SSS))S,1,SS,2
KS(K(S(SS)))S,1,SS,2
K(SKSSS)S,3,SS,2
K(SKS(SS))S,3,SS,2
K(S(KS(SS)))S,2,SS,2
K(SK)SS(SS),3,SS,2
K(SKS)S(SS),3,SS,2
K(S(KSS))(SS),2,SS,2
K(SK)(SSSS),1,SK,2
K(SK)(S(SS)S),1,SK,2
K(SK)(SS(SS)),1,SK,2
K(SK)(S(SSS)),1,SK,2
K(SK)(S(S(SS))),1,SK,2
K(SK(SSS)S),2,KS,2
K(SK(S(SS))S),2,KS,2
K(SK)SSSK,3,SK,2
K(SKS)SSK,3,SK,2
K(SKSS)SK,3,SK,2
KS(KSSS)K,1,SK,2
KS(K(SS)S)K,1,SK,2
KS(KS(SS))K,1,SK,2
KS(K(SSS))K,1,SK,2
KS(K(S(SS)))K,1,SK,2
K(SKSSS)K,3,SS,2
K(SKS(SS))K,3,SS,2
K(S(KS(SS)))K,2,SS,2
K(SK)SS(SK),3,SK,2
K(SKS)S(SK),3,SK,2
K(S(KSS))(SK),2,SS,2
K(SK)(SSSK),1,SK,2
K(SK)(S(SS)K),1,SK,2
K(SK)(SS(SK)),1,SK,2
K(SK)(S(SSK)),1,SK,2
K(SK)(S(S(SK))),1,SK,2
K(SK(SSS)K),2,KK,2
K(SK(S(SS))K),2,KK,2
K(SK)SSKS,3,KS,2
K(SKS)SKS,3,KS,2
K(SKSS)KS,3,SS,2
KS(KSSK)S,1,SS,2
KS(K(SS)K)S,1,SS,2
KS(KS(SK))S,1,SS,2
KS(K(SSK))S,1,SS,2
KS(K(S(SK)))S,1,SS,2
K(SKSSK)S,3,SK,2
K(SKS(SK))S,3,SK,2
K(S(KS(SK)))S,2,SS,2
K(SK)SS(KS),3,KS,2
K(SKS)S(KS),3,KS,2
K(S(KSS))(KS),2,SS,2
K(SK)(SSKS),1,SK,2
K(SK)(S(SK)S),1,SK,2
K(SK)(SS(KS)),1,SK,2
K(SK)(S(SKS)),1,SK,2
K(SK)(S(S(KS))),1,SK,2
K(SK(SSK)S),2,KS,2
K(SK(S(SK))S),2,KS,2
K(SK)SSKK,3,KK,2
K(SKS)SKK,3,KK,2
K(SKSS)KK,3,SK,2
KS(KSSK)K,1,SK,2
KS(K(SS)K)K,1,SK,2
KS(KS(SK))K,1,SK,2
KS(K(SSK))K,1,SK,2
KS(K(S(SK)))K,1,SK,2
K(SKSSK)K,3,SK,2
K(SKS(SK))K,3,SK,2
K(S(KS(SK)))K,2,SS,2
K(SK)SS(KK),3,KK,2
K(SKS)S(KK),3,KK,2
K(S(KSS))(KK),2,SS,2
K(SK)(SSKK),1,SK,2
K(SK)(S(SK)K),1,SK,2
K(SK)(SS(KK)),1,SK,2
K(SK)(S(SKK)),1,SK,2
K(SK)(S(S(KK))),1,SK,2
K(SK(SSK)K),2,KK,2
K(SK(S(SK))K),2,KK,2
K(SK)SKSS,3,SS,2
K(SKS)KSS,3,SS,2
KSK(SK)SS,4,SS,2
K(SKSK)SS,3,KS,2
KS(KSKS)S,1,SS,2
KS(K(SK)S)S,1,SS,2
KS(KS(KS))S,1,SS,2
KS(K(SKS))S,1,SS,2
KS(K(S(KS)))S,1,SS,2
K(SKSKS)S,3,KS,2
K(SKS(KS))S,3,KS,2
K(S(KS(KS)))S,2,SS,2
K(SK)SK(SS),3,SS,2
K(SKS)K(SS),3,SS,2
K(S(KSK))(SS),2,SS,2
KS(KS)(KSS),2,SS,2
KSK(SKSS),3,SS,2
K(SK)(SKSS),1,SK,2
K(SK)(S(KS)S),1,SK,2
K(SK)(SK(SS)),1,SK,2
K(SK)(S(KSS)),1,SK,2
K(SK)(S(K(SS))),1,SK,2
K(SKSKSS),3,KS,2
K(SKS(KS)S),3,KS,2
K(SK(SKS)S),2,KS,2
K(SK(S(KS))S),2,KS,2
K(SKS(KSS)),3,KS,2
K(SK)SKSK,3,SK,2
K(SKS)KSK,3,SK,2
KSK(SK)SK,4,SK,2
K(SKSK)SK,3,KK,2
KS(KSKS)K,1,SK,2
KS(K(SK)S)K,1,SK,2
KS(KS(KS))K,1,SK,2
KS(K(SKS))K,1,SK,2
KS(K(S(KS)))K,1,SK,2
K(SKSKS)K,3,KS,2
K(SKS(KS))K,3,KS,2
K(S(KS(KS)))K,2,SS,2
K(SK)SK(SK),3,SK,2
K(SKS)K(SK),3,SK,2
K(S(KSK))(SK),2,SS,2
KS(KS)(KSK),2,SS,2
KSK(SKSK),3,SK,2
K(SK)(SKSK),1,SK,2
K(SK)(S(KS)K),1,SK,2
K(SK)(SK(SK)),1,SK,2
K(SK)(S(KSK)),1,SK,2
K(SK)(S(K(SK))),1,SK,2
K(SKSKSK),3,KS,2
K(SKS(KS)K),3,KS,2
K(SK(SKS)K),2,KK,2
K(SK(S(KS))K),2,KK,2
K(SKS(KSK)),3,KS,2
K(SK)SKKS,3,KS,2
K(SKS)KKS,3,KS,2
KSK(SK)KS,4,KS,2
K(SKSK)KS,3,KS,2
KS(KSKK)S,1,SS,2
KS(K(SK)K)S,1,SS,2
KS(KS(KK))S,1,SS,2
KS(K(SKK))S,1,SS,2
KS(K(S(KK)))S,1,SS,2
K(SKSKK)S,3,KK,2
K(SKS(KK))S,3,KK,2
K(S(KS(KK)))S,2,SS,2
K(SK)SK(KS),3,KS,2
K(SKS)K(KS),3,KS,2
K(S(KSK))(KS),2,SS,2
KS(KS)(KKS),2,SK,2
KSK(SKKS),3,SS,2
K(SK)(SKKS),1,SK,2
K(SK)(S(KK)S),1,SK,2
K(SK)(SK(KS)),1,SK,2
K(SK)(S(KKS)),1,SK,2
K(SK)(S(K(KS))),1,SK,2
K(SKSKKS),3,KK,2
K(SKS(KK)S),3,KK,2
K(SK(SKK)S),2,KS,2
K(SK(S(KK))S),2,KS,2
K(SKS(KKS)),3,KK,2
K(SK)SKKK,3,KK,2
K(SKS)KKK,3,KK,2
KSK(SK)KK,4,KK,2
K(SKSK)KK,3,KK,2
KS(KSKK)K,1,SK,2
KS(K(SK)K)K,1,SK,2
KS(KS(KK))K,1,SK,2
KS(K(SKK))K,1,SK,2
KS(K(S(KK)))K,1,SK,2
K(SKSKK)K,3,KK,2
K(SKS(KK))K,3,KK,2
K(S(KS(KK)))K,2,SS,2
K(SK)SK(KK),3,KK,2
K(SKS)K(KK),3,KK,2
K(S(KSK))(KK),2,SS,2
KS(KS)(KKK),2,SK,2
KSK(SKKK),3,SK,2
K(SK)(SKKK),1,SK,2
K(SK)(S(KK)K),1,SK,2
K(SK)(SK(KK)),1,SK,2
K(SK)(S(KKK)),1,SK,2
K(SK)(S(K(KK))),1,SK,2
K(SKSKKK),3,KK,2
K(SKS(KK)K),3,KK,2
K(SK(SKK)K),2,KK,2
K(SK(S(KK))K),2,KK,2
K(SKS(KKK)),3,KK,2
KSKKSSS,3,SS,2
K(SK)KSSS,3,SS,2
K(SKK)SSS,3,SS,2
K(SKKS)SS,3,SS,2
KS(KKSS)S,1,SS,2
KS(K(KS)S)S,1,SS,2
KS(KK(SS))S,1,SS,2
KS(K(KSS))S,1,SS,2
KS(K(K(SS)))S,1,SS,2
K(SKKSS)S,3,SS,2
K(SKK(SS))S,3,SS,2
K(S(KK(SS)))S,2,SK,2
KSKKS(SS),3,SS,2
K(SK)KS(SS),3,SS,2
K(SKK)S(SS),3,SS,2
K(S(KKS))(SS),2,SK,2
KSK(KS(SS)),2,SS,2
K(SK)(KSSS),1,SK,2
K(SK)(K(SS)S),1,SK,2
K(SK)(KS(SS)),1,SK,2
K(SK)(K(SSS)),1,SK,2
K(SK)(K(S(SS))),1,SK,2
K(S(KKS)SS),3,KS,2
K(S(K(KS))SS),3,KS,2
K(SK(KSS)S),2,KS,2
K(SK(K(SS))S),2,KS,2
KSKKSSK,3,SK,2
K(SK)KSSK,3,SK,2
K(SKK)SSK,3,SK,2
K(SKKS)SK,3,SK,2
KS(KKSS)K,1,SK,2
KS(K(KS)S)K,1,SK,2
KS(KK(SS))K,1,SK,2
KS(K(KSS))K,1,SK,2
KS(K(K(SS)))K,1,SK,2
K(SKKSS)K,3,SS,2
K(SKK(SS))K,3,SS,2
K(S(KK(SS)))K,2,SK,2
KSKKS(SK),3,SK,2
K(SK)KS(SK),3,SK,2
K(SKK)S(SK),3,SK,2
K(S(KKS))(SK),2,SK,2
KSK(KS(SK)),2,SS,2
K(SK)(KSSK),1,SK,2
K(SK)(K(SS)K),1,SK,2
K(SK)(KS(SK)),1,SK,2
K(SK)(K(SSK)),1,SK,2
K(SK)(K(S(SK))),1,SK,2
K(S(KKS)SK),3,KK,2
K(S(K(KS))SK),3,KS,2
K(SK(KSS)K),2,KK,2
K(SK(K(SS))K),2,KK,2
KSKKSKS,3,KS,2
K(SK)KSKS,3,KS,2
K(SKK)SKS,3,KS,2
K(SKKS)KS,3,SS,2
KS(KKSK)S,1,SS,2
KS(K(KS)K)S,1,SS,2
KS(KK(SK))S,1,SS,2
KS(K(KSK))S,1,SS,2
KS(K(K(SK)))S,1,SS,2
K(SKKSK)S,3,SK,2
K(SKK(SK))S,3,SK,2
K(S(KK(SK)))S,2,SK,2
KSKKS(KS),3,KS,2
K(SK)KS(KS),3,KS,2
K(SKK)S(KS),3,KS,2
K(S(KKS))(KS),2,SK,2
KSK(KS(KS)),2,SS,2
K(SK)(KSKS),1,SK,2
K(SK)(K(SK)S),1,SK,2
K(SK)(KS(KS)),1,SK,2
K(SK)(K(SKS)),1,SK,2
K(SK)(K(S(KS))),1,SK,2
K(S(KKS)KS),3,KS,2
K(S(K(KS))KS),3,KS,2
K(SK(KSK)S),2,KS,2
K(SK(K(SK))S),2,KS,2
KSKKSKK,3,KK,2
K(SK)KSKK,3,KK,2
K(SKK)SKK,3,KK,2
K(SKKS)KK,3,SK,2
KS(KKSK)K,1,SK,2
KS(K(KS)K)K,1,SK,2
KS(KK(SK))K,1,SK,2
KS(K(KSK))K,1,SK,2
KS(K(K(SK)))K,1,SK,2
K(SKKSK)K,3,SK,2
K(SKK(SK))K,3,SK,2
K(S(KK(SK)))K,2,SK,2
KSKKS(KK),3,KK,2
K(SK)KS(KK),3,KK,2
K(SKK)S(KK),3,KK,2
K(S(KKS))(KK),2,SK,2
KSK(KS(KK)),2,SS,2
K(SK)(KSKK),1,SK,2
K(SK)(K(SK)K),1,SK,2
K(SK)(KS(KK)),1,SK,2
K(SK)(K(SKK)),1,SK,2
K(SK)(K(S(KK))),1,SK,2
K(S(KKS)KK),3,KK,2
K(S(K(KS))KK),3,KS,2
K(SK(KSK)K),2,KK,2
K(SK(K(SK))K),2,KK,2
KSKKKSS,3,SS,2
K(SK)KKSS,3,SS,2
K(SKK)KSS,3,SS,2
K(SKKK)SS,3,KS,2
KS(KKKS)S,1,SS,2
KS(K(KK)S)S,1,SS,2
KS(KK(KS))S,1,SS,2
KS(K(KKS))S,1,SS,2
KS(K(K(KS)))S,1,SS,2
K(SKKKS)S,3,KS,2
K(SKK(KS))S,3,KS,2
K(S(KK(KS)))S,2,SK,2
KSKKK(SS),3,SS,2
K(SK)KK(SS),3,SS,2
K(SKK)K(SS),3,SS,2
K(S(KKK))(SS),2,SK,2
KS(KK)(KSS),2,SS,2
KSK(KK(SS)),2,SK,2
K(SK)(KKSS),1,SK,2
K(SK)(K(KS)S),1,SK,2
K(SK)(KK(SS)),1,SK,2
K(SK)(K(KSS)),1,SK,2
K(SK)(K(K(SS))),1,SK,2
K(SKKKSS),3,KS,2
K(S(KKK)SS),3,KS,2
K(S(K(KK))SS),3,KK,2
K(SKK(KS)S),3,KS,2
K(SK(KKS)S),2,KS,2
K(SK(K(KS))S),2,KS,2
K(SKK(KSS)),3,KS,2
KSKKKSK,3,SK,2
K(SK)KKSK,3,SK,2
K(SKK)KSK,3,SK,2
K(SKKK)SK,3,KK,2
KS(KKKS)K,1,SK,2
KS(K(KK)S)K,1,SK,2
KS(KK(KS))K,1,SK,2
KS(K(KKS))K,1,SK,2
KS(K(K(KS)))K,1,SK,2
K(SKKKS)K,3,KS,2
K(SKK(KS))K,3,KS,2
K(S(KK(KS)))K,2,SK,2
KSKKK(SK),3,SK,2
K(SK)KK(SK),3,SK,2
K(SKK)K(SK),3,SK,2
K(S(KKK))(SK),2,SK,2
KS(KK)(KSK),2,SS,2
KSK(KK(SK)),2,SK,2
K(SK)(KKSK),1,SK,2
K(SK)(K(KS)K),1,SK,2
K(SK)(KK(SK)),1,SK,2
K(SK)(K(KSK)),1,SK,2
K(SK)(K(K(SK))),1,SK,2
K(SKKKSK),3,KS,2
K(S(KKK)SK),3,KK,2
K(S(K(KK))SK),3,KK,2
K(SKK(KS)K),3,KS,2
K(SK(KKS)K),2,KK,2
K(SK(K(KS))K),2,KK,2
K(SKK(KSK)),3,KS,2
KSKKKKS,3,KS,2
K(SK)KKKS,3,KS,2
K(SKK)KKS,3,KS,2
K(SKKK)KS,3,KS,2
KS(KKKK)S,1,SS,2
KS(K(KK)K)S,1,SS,2
KS(KK(KK))S,1,SS,2
KS(K(KKK))S,1,SS,2
KS(K(K(KK)))S,1,SS,2
K(SKKKK)S,3,KK,2
K(SKK(KK))S,3,KK,2
K(S(KK(KK)))S,2,SK,2
KSKKK(KS),3,KS,2
K(SK)KK(KS),3,KS,2
K(SKK)K(KS),3,KS,2
K(S(KKK))(KS),2,SK,2
KS(KK)(KKS),2,SK,2
KSK(KK(KS)),2,SK,2
K(SK)(KKKS),1,SK,2
K(SK)(K(KK)S),1,SK,2
K(SK)(KK(KS)),1,SK,2
K(SK)(K(KKS)),1,SK,2
K(SK)(K(K(KS))),1,SK,2
K(SKKKKS),3,KK,2
K(S(KKK)KS),3,KS,2
K(S(K(KK))KS),3,KK,2
K(SKK(KK)S),3,KK,2
K(SK(KKK)S),2,KS,2
K(SK(K(KK))S),2,KS,2
K(SKK(KKS)),3,KK,2
KSKKKKK,3,KK,2
K(SK)KKKK,3,KK,2
K(SKK)KKK,3,KK,2
K(SKKK)KK,3,KK,2
KS(KKKK)K,1,SK,2
KS(K(KK)K)K,1,SK,2
KS(KK(KK))K,1,SK,2
KS(K(KKK))K,1,SK,2
KS(K(K(KK)))K,1,SK,2
K(SKKKK)K,3,KK,2
K(SKK(KK))K,3,KK,2
K(S(KK(KK)))K,2,SK,2
KSKKK(KK),3,KK,2
K(SK)KK(KK),3,KK,2
K(SKK)K(KK),3,KK,2
K(S(KKK))(KK),2,SK,2
KS(KK)(KKK),2,SK,2
KSK(KK(KK)),2,SK,2
K(SK)(KKKK),1,SK,2
K(SK)(K(KK)K),1,SK,2
K(SK)(KK(KK)),1,SK,2
K(SK)(K(KKK)),1,SK,2
K(SK)(K(K(KK))),1,SK,2
K(SKKKKK),3,KK,2
K(S(KKK)KK),3,KK,2
K(S(K(KK))KK),3,KK,2
K(SKK(KK)K),3,KK,2
K(SK(KKK)K),2,KK,2
K(SK(K(KK))K),2,KK,2
K(SKK(KKK)),3,KK,2
KK(SS)SSS,2,SS,2
K(KS)(SS)SS,2,SS,2
K(KS(SS))SS,2,SS,2
KKSS(SS)S,2,SS,2
K(KS)S(SS)S,2,SS,2
KK(SS)(SS)S,2,SS,2
K(KSS)(SS)S,2,SS,2
K(K(SS))(SS)S,2,SS,2
KK(SSSS)S,1,KS,2
KK(S(SS)S)S,1,KS,2
KK(SS(SS))S,1,KS,2
KK(S(SSS))S,1,KS,2
KK(S(S(SS)))S,1,KS,2
K(KS(SS)S)S,2,SS,2
K(K(SS)(SS))S,2,SS,2
K(K(SS))S(SS),2,SS,2
KKS(SS)(SS),2,SS,2
K(KSSS)(SS),2,SS,2
K(K(SS)S)(SS),2,SS,2
K(KS)(SSSS),1,KS,2
K(KS)(S(SS)S),1,KS,2
K(KS)(SS(SS)),1,KS,2
K(KS)(S(SSS)),1,KS,2
K(KS)(S(S(SS))),1,KS,2
K(KS(SSSS)),1,KS,2
K(KS(S(SS)S)),1,KS,2
K(KS(SS(SS))),1,KS,2
K(KS(S(SSS))),1,KS,2
K(KS(S(S(SS)))),1,KS,2
KK(SS)SSK,2,SK,2
K(KS)(SS)SK,2,SK,2
K(KS(SS))SK,2,SK,2
KKSS(SS)K,2,SK,2
K(KS)S(SS)K,2,SK,2
KK(SS)(SS)K,2,SS,2
K(KSS)(SS)K,2,SK,2
K(K(SS))(SS)K,2,SS,2
KK(SSSS)K,1,KK,2
KK(S(SS)S)K,1,KK,2
KK(SS(SS))K,1,KK,2
KK(S(SSS))K,1,KK,2
KK(S(S(SS)))K,1,KK,2
K(KS(SS)S)K,2,SS,2
K(K(SS)(SS))K,2,SS,2
K(K(SS))S(SK),2,SS,2
KKS(SS)(SK),2,SS,2
K(KSSS)(SK),2,SS,2
K(K(SS)S)(SK),2,SS,2
K(KS)(SSSK),1,KS,2
K(KS)(S(SS)K),1,KS,2
K(KS)(SS(SK)),1,KS,2
K(KS)(S(SSK)),1,KS,2
K(KS)(S(S(SK))),1,KS,2
K(KS(SSSK)),1,KS,2
K(KS(S(SS)K)),1,KS,2
K(KS(SS(SK))),1,KS,2
K(KS(S(SSK))),1,KS,2
K(KS(S(S(SK)))),1,KS,2
KK(SS)SKS,2,SS,2
K(KS)(SS)KS,2,SS,2
K(KS(SS))KS,2,SS,2
KKSS(SK)S,2,SS,2
K(KS)S(SK)S,2,SS,2
KK(SS)(SK)S,2,SK,2
K(KSS)(SK)S,2,SS,2
K(K(SS))(SK)S,2,SS,2
KK(SSSK)S,1,KS,2
KK(S(SS)K)S,1,KS,2
KK(SS(SK))S,1,KS,2
KK(S(SSK))S,1,KS,2
KK(S(S(SK)))S,1,KS,2
K(KS(SS)K)S,2,SK,2
K(K(SS)(SK))S,2,SS,2
K(K(SS))S(KS),2,SS,2
KKS(SS)(KS),2,SS,2
K(KSSS)(KS),2,SS,2
K(K(SS)S)(KS),2,SS,2
K(KS)(SSKS),1,KS,2
K(KS)(S(SK)S),1,KS,2
K(KS)(SS(KS)),1,KS,2
K(KS)(S(SKS)),1,KS,2
K(KS)(S(S(KS))),1,KS,2
K(KS(SSKS)),1,KS,2
K(KS(S(SK)S)),1,KS,2
K(KS(SS(KS))),1,KS,2
K(KS(S(SKS))),1,KS,2
K(KS(S(S(KS)))),1,KS,2
KK(SS)SKK,2,SK,2
K(KS)(SS)KK,2,SK,2
K(KS(SS))KK,2,SK,2
KKSS(SK)K,2,SK,2
K(KS)S(SK)K,2,SK,2
KK(SS)(SK)K,2,SK,2
K(KSS)(SK)K,2,SK,2
K(K(SS))(SK)K,2,SS,2
KK(SSSK)K,1,KK,2
KK(S(SS)K)K,1,KK,2
KK(SS(SK))K,1,KK,2
KK(S(SSK))K,1,KK,2
KK(S(S(SK)))K,1,KK,2
K(KS(SS)K)K,2,SK,2
K(K(SS)(SK))K,2,SS,2
K(K(SS))S(KK),2,SS,2
KKS(SS)(KK),2,SS,2
K(KSSS)(KK),2,SS,2
K(K(SS)S)(KK),2,SS,2
K(KS)(SSKK),1,KS,2
K(KS)(S(SK)K),1,KS,2
K(KS)(SS(KK)),1,KS,2
K(KS)(S(SKK)),1,KS,2
K(KS)(S(S(KK))),1,KS,2
K(KS(SSKK)),1,KS,2
K(KS(S(SK)K)),1,KS,2
K(KS(SS(KK))),1,KS,2
K(KS(S(SKK))),1,KS,2
K(KS(S(S(KK)))),1,KS,2
KK(SS)KSS,2,KS,2
K(KS)(SK)SS,2,SS,2
K(KS(SK))SS,2,SS,2
KKSS(KS)S,2,SS,2
K(KS)S(KS)S,2,SS,2
KK(SS)(KS)S,2,KS,2
K(KSS)(KS)S,2,SS,2
K(K(SS))(KS)S,2,SS,2
KK(SSKS)S,1,KS,2
KK(S(SK)S)S,1,KS,2
KK(SS(KS))S,1,KS,2
KK(S(SKS))S,1,KS,2
KK(S(S(KS)))S,1,KS,2
K(KS(SK)S)S,2,SS,2
K(K(SS)(KS))S,2,SS,2
K(K(SS))K(SS),2,SS,2
KKS(SK)(SS),2,SK,2
K(KSSK)(SS),2,SK,2
K(K(SS)K)(SS),2,SS,2
KK(SS)(KSS),2,KS,2
KKS(SKSS),3,KS,2
K(KS)(SKSS),1,KS,2
K(KS)(S(KS)S),1,KS,2
K(KS)(SK(SS)),1,KS,2
K(KS)(S(KSS)),1,KS,2
K(KS)(S(K(SS))),1,KS,2
K(KSSKSS),3,KS,2
K(KS(SKSS)),1,KS,2
K(KS(S(KS)S)),1,KS,2
K(KS(SK(SS))),1,KS,2
K(KS(S(KSS))),1,KS,2
K(KS(S(K(SS)))),1,KS,2
KK(SS)KSK,2,KK,2
K(KS)(SK)SK,2,SK,2
K(KS(SK))SK,2,SK,2
KKSS(KS)K,2,SK,2
K(KS)S(KS)K,2,SK,2
KK(SS)(KS)K,2,KS,2
K(KSS)(KS)K,2,SK,2
K(K(SS))(KS)K,2,SS,2
KK(SSKS)K,1,KK,2
KK(S(SK)S)K,1,KK,2
KK(SS(KS))K,1,KK,2
KK(S(SKS))K,1,KK,2
KK(S(S(KS)))K,1,KK,2
K(KS(SK)S)K,2,SS,2
K(K(SS)(KS))K,2,SS,2
K(K(SS))K(SK),2,SS,2
KKS(SK)(SK),2,SK,2
K(KSSK)(SK),2,SK,2
K(K(SS)K)(SK),2,SS,2
KK(SS)(KSK),2,KS,2
KKS(SKSK),3,KK,2
K(KS)(SKSK),1,KS,2
K(KS)(S(KS)K),1,KS,2
K(KS)(SK(SK)),1,KS,2
K(KS)(S(KSK)),1,KS,2
K(KS)(S(K(SK))),1,KS,2
K(KSSKSK),3,KK,2
K(KS(SKSK)),1,KS,2
K(KS(S(KS)K)),1,KS,2
K(KS(SK(SK))),1,KS,2
K(KS(S(KSK))),1,KS,2
K(KS(S(K(SK)))),1,KS,2
KK(SS)KKS,2,KS,2
K(KS)(SK)KS,2,SS,2
K(KS(SK))KS,2,SS,2
KKSS(KK)S,2,SS,2
K(KS)S(KK)S,2,SS,2
KK(SS)(KK)S,2,KK,2
K(KSS)(KK)S,2,SS,2
K(K(SS))(KK)S,2,SS,2
KK(SSKK)S,1,KS,2
KK(S(SK)K)S,1,KS,2
KK(SS(KK))S,1,KS,2
KK(S(SKK))S,1,KS,2
KK(S(S(KK)))S,1,KS,2
K(KS(SK)K)S,2,SK,2
K(K(SS)(KK))S,2,SS,2
K(K(SS))K(KS),2,SS,2
KKS(SK)(KS),2,SK,2
K(KSSK)(KS),2,SK,2
K(K(SS)K)(KS),2,SS,2
KK(SS)(KKS),2,KK,2
KKS(SKKS),3,KS,2
K(KS)(SKKS),1,KS,2
K(KS)(S(KK)S),1,KS,2
K(KS)(SK(KS)),1,KS,2
K(KS)(S(KKS)),1,KS,2
K(KS)(S(K(KS))),1,KS,2
K(KSSKKS),3,KS,2
K(KS(SKKS)),1,KS,2
K(KS(S(KK)S)),1,KS,2
